"quantity","bayesian_estimate","frequentist_estimate"
"M2_dispersion",1.62316811391504,1.61643613245143
"M3_dispersion",32.8449952287094,33.6313173316208
"M3_sigma_country",0.819439905155909,0.839225775050577
