total_accidents,mean_count,variance_count,zero_count,maximum_count,variance_country_rates,rate_2010,rate_2024,rate_ratio_2024_2010
27121,66.96543209876543,6579.340386260849,7,488,0.3838733243102851,0.6170521006599775,0.374355409767236,0.6066836323332154
